lat0 37.792480, lon0 -122.397450
posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
239.7611,-129.2315,1.5,5,5,1.5
249.7611,-129.2315,1.5,5,5,1.5
279.7611,-129.2315,1.5,5,5,1.5
289.7611,-129.2315,1.5,5,5,1.5
299.7611,-129.2315,1.5,5,5,1.5
309.7611,-129.2315,1.5,5,5,1.5
329.7611,-129.2315,65,5,5,65
339.7611,-129.2315,65,5,5,65
349.7611,-129.2316,65,5,5,65
359.7611,-129.2315,65,5,5,65
369.7611,-129.2315,65,5,5,65
429.7611,-129.2315,1.5,5,5,1.5
439.7611,-129.2315,1.5,5,5,1.5
469.7611,-129.2315,1.5,5,5,1.5
479.7611,-129.2315,1.5,5,5,1.5
489.7611,-129.2315,1.5,5,5,1.5
539.7611,-129.2315,39,5,5,39
549.7611,-129.2315,39,5,5,39
559.7611,-129.2315,39,5,5,39
-310.2389,-119.2315,14,5,5,14
-300.2389,-119.2315,14,5,5,14
-250.2389,-119.2315,79.99999,5,5,79.99999
-240.2389,-119.2315,79.99999,5,5,79.99999
-230.2389,-119.2315,80,5,5,80
-220.2389,-119.2315,80,5,5,80
-210.2389,-119.2315,80,5,5,80
-170.2389,-119.2315,80,5,5,80
19.76113,-119.2316,6,5,5,6
29.76114,-119.2315,6,5,5,6
39.76114,-119.2315,6,5,5,6
49.76114,-119.2315,6,5,5,6
59.76115,-119.2315,6,5,5,6
69.76114,-119.2315,6,5,5,6
79.76114,-119.2315,6,5,5,6
89.76114,-119.2315,6,5,5,6
99.76114,-119.2315,6,5,5,6
149.7611,-119.2315,1.5,5,5,1.5
159.7611,-119.2315,1.5,5,5,1.5
169.7612,-119.2315,1.5,5,5,1.5
189.7611,-119.2315,11.5,5,5,11.5
199.7611,-119.2315,11.5,5,5,11.5
209.7611,-119.2315,10,5,5,10
219.7611,-119.2315,1.5,5,5,1.5
229.7611,-119.2315,1.5,5,5,1.5
239.7611,-119.2315,1.5,5,5,1.5
249.7611,-119.2315,1.5,5,5,1.5
339.7611,-119.2315,65,5,5,65
349.7611,-119.2315,65,5,5,65
359.7611,-119.2315,65,5,5,65
369.7611,-119.2315,65,5,5,65
419.7611,-119.2315,1.5,5,5,1.5
429.7611,-119.2315,1.5,5,5,1.5
439.7611,-119.2315,1.5,5,5,1.5
449.7611,-119.2315,1.5,5,5,1.5
459.7611,-119.2315,1.5,5,5,1.5
469.7611,-119.2315,1.5,5,5,1.5
479.7611,-119.2315,1.5,5,5,1.5
489.7611,-119.2315,1.5,5,5,1.5
529.7611,-119.2315,39,5,5,39
539.7611,-119.2315,39,5,5,39
549.7611,-119.2315,39,5,5,39
559.7611,-119.2315,39,5,5,39
579.7611,-119.2315,1.5,5,5,1.5
589.7611,-119.2316,1.5,5,5,1.5
599.7611,-119.2315,6.5,5,5,6.5
-310.2389,-109.2315,14,5,5,14
-260.2389,-109.2315,80,5,5,80
-250.2389,-109.2315,80,5,5,80
-240.2389,-109.2315,80,5,5,80
-230.2389,-109.2315,80,5,5,80
-220.2389,-109.2315,80,5,5,80
-180.2389,-109.2315,80,5,5,80
-170.2389,-109.2315,79.99999,5,5,79.99999
-160.2389,-109.2315,80,5,5,80
9.761139,-109.2315,6,5,5,6
19.76115,-109.2315,6,5,5,6
29.76114,-109.2315,6,5,5,6
39.76113,-109.2315,6,5,5,6
49.76114,-109.2315,6,5,5,6
59.76113,-109.2315,6,5,5,6
69.76114,-109.2315,6,5,5,6
79.76114,-109.2315,6,5,5,6
89.76114,-109.2315,6,5,5,6
149.7611,-109.2315,34.5,5,5,34.5
159.7611,-109.2315,34.5,5,5,34.5
169.7611,-109.2315,34.5,5,5,34.5
179.7611,-109.2315,34.5,5,5,34.5
189.7611,-109.2315,34.5,5,5,34.5
209.7611,-109.2315,10,5,5,10
219.7611,-109.2315,10,5,5,10
229.7611,-109.2315,1.5,5,5,1.5
239.7611,-109.2315,1.5,5,5,1.5
249.7611,-109.2315,1.5,5,5,1.5
339.7611,-109.2315,65,5,5,65
349.7611,-109.2315,65,5,5,65
359.7611,-109.2315,65,5,5,65
369.7611,-109.2315,65,5,5,65
429.7611,-109.2315,1.5,5,5,1.5
439.7611,-109.2315,1.5,5,5,1.5
449.7611,-109.2315,1.5,5,5,1.5
459.7611,-109.2315,1.5,5,5,1.5
469.7611,-109.2315,1.5,5,5,1.5
529.7611,-109.2315,39,5,5,39
539.7611,-109.2315,39,5,5,39
549.7611,-109.2315,39,5,5,39
559.7611,-109.2315,39,5,5,39
589.7611,-109.2315,1.5,5,5,1.5
599.7611,-109.2315,6.5,5,5,6.5
-270.2389,-99.23154,80,5,5,80
-260.2389,-99.23153,80,5,5,80
-250.2389,-99.23155,80.00001,5,5,80.00001
-240.2389,-99.23154,80,5,5,80
-230.2389,-99.23154,79.99999,5,5,79.99999
-190.2389,-99.23154,80,5,5,80
-180.2389,-99.23154,80,5,5,80
-170.2389,-99.23154,80,5,5,80
-160.2389,-99.23154,80,5,5,80
-150.2389,-99.23154,80,5,5,80
-70.23886,-99.23154,1.5,5,5,1.5
-60.23886,-99.23154,1.5,5,5,1.5
-50.23886,-99.23154,59,5,5,59
-40.23886,-99.23154,59,5,5,59
-30.23886,-99.23153,59,5,5,59
-20.23886,-99.23153,59,5,5,59
19.76114,-99.23154,6,5,5,6
29.76114,-99.23154,6,5,5,6
39.76112,-99.23155,6,5,5,6
49.76114,-99.23154,6,5,5,6
59.76114,-99.23154,6,5,5,6
69.76114,-99.23154,6,5,5,6
79.76114,-99.23154,6,5,5,6
149.7611,-99.23154,34.5,5,5,34.5
159.7611,-99.23154,34.5,5,5,34.5
169.7611,-99.23154,34.5,5,5,34.5
179.7611,-99.23154,34.5,5,5,34.5
189.7611,-99.23154,34.5,5,5,34.5
199.7611,-99.23154,34.5,5,5,34.5
209.7611,-99.23154,10,5,5,10
339.7611,-99.23154,65,5,5,65
349.7611,-99.23153,65,5,5,65
359.7611,-99.23154,65,5,5,65
369.7611,-99.23154,65,5,5,65
449.7611,-99.23154,1.5,5,5,1.5
459.7611,-99.23154,1.5,5,5,1.5
469.7611,-99.23154,1.5,5,5,1.5
539.7611,-99.23154,39,5,5,39
549.7611,-99.23154,39,5,5,39
559.7611,-99.23154,39,5,5,39
-280.2389,-89.23154,80,5,5,80
-270.2389,-89.23154,80,5,5,80
-260.2389,-89.23154,80,5,5,80
-250.2389,-89.23154,79.99999,5,5,79.99999
-240.2389,-89.23154,79.99999,5,5,79.99999
-230.2389,-89.23153,80,5,5,80
-200.2389,-89.23154,80,5,5,80
-190.2389,-89.23154,80,5,5,80
-180.2389,-89.23154,80,5,5,80
-170.2389,-89.23154,80,5,5,80
-160.2389,-89.23154,80,5,5,80
-150.2389,-89.23154,80,5,5,80
-140.2389,-89.23154,79.99999,5,5,79.99999
-60.23886,-89.23154,1.5,5,5,1.5
-50.23886,-89.23154,59,5,5,59
-40.23887,-89.23154,59,5,5,59
-30.23886,-89.23154,59,5,5,59
-20.23886,-89.23154,59,5,5,59
19.76114,-89.23154,6,5,5,6
29.76114,-89.23154,6,5,5,6
39.76113,-89.23154,91.5,5,5,91.5
49.76114,-89.23154,91.5,5,5,91.5
59.76114,-89.23154,91.5,5,5,91.5
69.76114,-89.23154,6,5,5,6
289.7611,-89.23154,1.5,5,5,1.5
299.7611,-89.23154,1.5,5,5,1.5
339.7611,-89.23154,65,5,5,65
349.7611,-89.23154,65,5,5,65
359.7611,-89.23154,65,5,5,65
369.7611,-89.23154,65,5,5,65
-270.2389,-79.23154,80,5,5,80
-260.2389,-79.23154,80,5,5,80
-250.2389,-79.23154,80,5,5,80
-240.2389,-79.23154,80,5,5,80
-210.2389,-79.23154,80,5,5,80
-200.2389,-79.23154,80,5,5,80
-190.2389,-79.23154,80,5,5,80
-180.2389,-79.23154,80,5,5,80
-170.2389,-79.23154,80,5,5,80
-160.2389,-79.23154,80,5,5,80
-150.2389,-79.23154,80,5,5,80
-50.23886,-79.23154,59,5,5,59
-40.23886,-79.23154,59,5,5,59
-30.23886,-79.23154,59,5,5,59
-20.23886,-79.23154,59,5,5,59
29.76115,-79.23154,91.5,5,5,91.5
39.76114,-79.23154,91.50001,5,5,91.50001
49.76114,-79.23154,91.5,5,5,91.5
59.76114,-79.23154,91.5,5,5,91.5
69.76114,-79.23154,91.5,5,5,91.5
219.7611,-79.23154,29.5,5,5,29.5
229.7611,-79.23154,29.5,5,5,29.5
239.7611,-79.23154,29.5,5,5,29.5
249.7611,-79.23153,29.5,5,5,29.5
289.7611,-79.23154,1.5,5,5,1.5
299.7611,-79.23154,1.5,5,5,1.5
309.7611,-79.23154,1.5,5,5,1.5
339.7611,-79.23153,65,5,5,65
349.7611,-79.23154,65,5,5,65
359.7611,-79.23154,65,5,5,65
369.7611,-79.23154,65,5,5,65
379.7611,-79.23154,65,5,5,65
-260.2389,-69.23154,80,5,5,80
-250.2389,-69.23154,80,5,5,80
-240.2389,-69.23154,80,5,5,80
-220.2389,-69.23154,80,5,5,80
-210.2389,-69.23154,80,5,5,80
-200.2389,-69.23154,80,5,5,80
-190.2389,-69.23154,80,5,5,80
-180.2389,-69.23154,80,5,5,80
-170.2389,-69.23154,80,5,5,80
-160.2389,-69.23154,80,5,5,80
-40.23886,-69.23154,59,5,5,59
-30.23886,-69.23154,59,5,5,59
-20.23886,-69.23154,59,5,5,59
29.76115,-69.23154,91.5,5,5,91.5
39.76113,-69.23154,91.50001,5,5,91.50001
49.76113,-69.23154,91.5,5,5,91.5
59.76114,-69.23154,91.5,5,5,91.5
69.76114,-69.23154,91.5,5,5,91.5
79.76114,-69.23154,91.49999,5,5,91.49999
169.7611,-69.23154,29.5,5,5,29.5
179.7611,-69.23154,29.5,5,5,29.5
189.7611,-69.23154,29.5,5,5,29.5
199.7611,-69.23154,29.5,5,5,29.5
209.7611,-69.23154,29.5,5,5,29.5
219.7611,-69.23154,29.5,5,5,29.5
229.7611,-69.23154,29.5,5,5,29.5
239.7611,-69.23154,29.5,5,5,29.5
249.7611,-69.23154,29.5,5,5,29.5
289.7611,-69.23154,1.5,5,5,1.5
299.7611,-69.23154,1.5,5,5,1.5
309.7611,-69.23154,1.5,5,5,1.5
339.7611,-69.23154,65,5,5,65
349.7611,-69.23154,65,5,5,65
359.7611,-69.23154,65,5,5,65
369.7611,-69.23154,65,5,5,65
379.7611,-69.23154,65,5,5,65
549.7611,-69.23154,1.5,5,5,1.5
559.7611,-69.23154,1.5,5,5,1.5
569.7611,-69.23154,1.5,5,5,1.5
579.7611,-69.23154,33.5,5,5,33.5
589.7611,-69.23154,33.5,5,5,33.5
599.7611,-69.23154,33.5,5,5,33.5
-250.2389,-59.23154,80,5,5,80
-210.2389,-59.23154,80,5,5,80
-200.2389,-59.23154,80,5,5,80
-190.2389,-59.23155,80,5,5,80
-180.2389,-59.23154,80,5,5,80
-170.2389,-59.23154,80,5,5,80
-30.23886,-59.23154,59,5,5,59
-20.23886,-59.23154,59,5,5,59
29.76115,-59.23153,91.5,5,5,91.5
39.76114,-59.23154,91.5,5,5,91.5
49.76114,-59.23153,91.5,5,5,91.5
59.76089,-59.2317,91.49999,5,5,91.49999
69.76114,-59.23154,91.5,5,5,91.5
79.76114,-59.23154,91.5,5,5,91.5
89.76114,-59.23154,91.5,5,5,91.5
169.7611,-59.23154,29.5,5,5,29.5
179.7611,-59.23154,29.5,5,5,29.5
189.7611,-59.23154,29.5,5,5,29.5
199.7611,-59.23154,29.5,5,5,29.5
209.7611,-59.23154,29.5,5,5,29.5
219.7611,-59.23154,29.5,5,5,29.5
229.7611,-59.23154,29.5,5,5,29.5
239.7611,-59.23154,29.5,5,5,29.5
249.7611,-59.23154,29.5,5,5,29.5
539.7611,-59.23154,1.5,5,5,1.5
549.7611,-59.23154,1.5,5,5,1.5
559.7611,-59.23154,1.5,5,5,1.5
569.7611,-59.23154,1.5,5,5,1.5
579.7611,-59.23154,33.5,5,5,33.5
589.7611,-59.23154,33.5,5,5,33.5
599.7611,-59.23154,33.5,5,5,33.5
-310.2389,-49.23154,3.5,5,5,3.5
-260.2389,-49.23154,6,5,5,6
-250.2389,-49.23154,6,5,5,6
-200.2389,-49.23154,80,5,5,80
-190.2389,-49.23154,80,5,5,80
-180.2389,-49.23154,80,5,5,80
-120.2389,-49.23154,12.5,5,5,12.5
-20.23886,-49.23154,59,5,5,59
-10.23886,-49.23154,59,5,5,59
29.76114,-49.23154,91.5,5,5,91.5
39.76114,-49.23154,91.5,5,5,91.5
49.76114,-49.23154,91.5,5,5,91.5
59.76113,-49.23154,91.5,5,5,91.5
69.76115,-49.23154,91.5,5,5,91.5
79.76114,-49.23154,91.5,5,5,91.5
89.76114,-49.23154,91.49999,5,5,91.49999
169.7611,-49.23154,29.5,5,5,29.5
179.7611,-49.23154,29.5,5,5,29.5
189.7611,-49.23154,29.5,5,5,29.5
199.7611,-49.23154,29.5,5,5,29.5
209.7611,-49.23154,29.5,5,5,29.5
219.7611,-49.23154,29.5,5,5,29.5
229.7611,-49.23154,29.5,5,5,29.5
239.7611,-49.23154,29.5,5,5,29.5
499.7611,-49.23154,4.33166,5,5,4.33166
549.7611,-49.23154,1.5,5,5,1.5
559.7611,-49.23154,1.5,5,5,1.5
569.7611,-49.23154,1.5,5,5,1.5
579.7611,-49.23154,33.5,5,5,33.5
589.7611,-49.23154,33.5,5,5,33.5
599.7611,-49.23154,33.5,5,5,33.5
-310.2389,-39.23154,3.5,5,5,3.5
-300.2389,-39.23154,3.5,5,5,3.5
-270.2389,-39.23154,6,5,5,6
-260.2389,-39.23154,6,5,5,6
-250.2389,-39.23154,6,5,5,6
-240.2389,-39.23154,6,5,5,6
-190.2389,-39.23154,80,5,5,80
-130.2389,-39.23154,12.5,5,5,12.5
-120.2389,-39.23154,12.5,5,5,12.5
-10.23886,-39.23154,59,5,5,59
29.76114,-39.23154,91.5,5,5,91.5
39.76114,-39.23154,91.5,5,5,91.5
49.76114,-39.23154,91.5,5,5,91.5
59.76113,-39.23154,91.5,5,5,91.5
69.76114,-39.23154,91.5,5,5,91.5
79.76115,-39.23154,91.5,5,5,91.5
379.7611,-39.23153,65,5,5,65
549.7611,-39.23154,1.5,5,5,1.5
559.7611,-39.23154,1.5,5,5,1.5
569.7611,-39.23153,1.5,5,5,1.5
579.7611,-39.23154,33.5,5,5,33.5
589.7611,-39.23154,33.5,5,5,33.5
599.7611,-39.23153,33.5,5,5,33.5
-310.2389,-29.23153,3.5,5,5,3.5
-300.2389,-29.23154,3.5,5,5,3.5
-290.2389,-29.23153,3.5,5,5,3.5
-260.2389,-29.23154,6,5,5,6
-250.2389,-29.23154,6,5,5,6
-240.2389,-29.23153,6,5,5,6
-230.2389,-29.23153,6,5,5,6
-140.2389,-29.23153,12.5,5,5,12.5
-130.2389,-29.23153,12.5,5,5,12.5
-120.2389,-29.23153,12.5,5,5,12.5
-110.2389,-29.23153,12.5,5,5,12.5
-80.23887,-29.23153,74.5,5,5,74.5
39.76114,-29.23154,91.5,5,5,91.5
49.76114,-29.23153,91.5,5,5,91.5
59.76114,-29.23153,91.5,5,5,91.5
69.76115,-29.23153,91.5,5,5,91.5
349.7611,-29.23153,65,5,5,65
359.7611,-29.23153,65,5,5,65
369.7611,-29.23153,65,5,5,65
379.7611,-29.23153,65.00001,5,5,65.00001
549.7611,-29.23153,1.5,5,5,1.5
559.7611,-29.23153,1.5,5,5,1.5
569.7611,-29.23154,1.5,5,5,1.5
589.7611,-29.23154,33.5,5,5,33.5
599.7611,-29.23153,33.5,5,5,33.5
-310.2389,-19.23153,16,5,5,16
-300.2389,-19.23153,3.5,5,5,3.5
-290.2389,-19.23153,3.5,5,5,3.5
-250.2389,-19.23154,6,5,5,6
-240.2389,-19.23153,6,5,5,6
-230.2389,-19.23153,6,5,5,6
-220.2389,-19.23153,6,5,5,6
-150.2389,-19.23153,12.5,5,5,12.5
-140.2389,-19.23153,12.5,5,5,12.5
-130.2389,-19.23153,12.5,5,5,12.5
-120.2389,-19.23153,12.5,5,5,12.5
-110.2389,-19.23153,12.5,5,5,12.5
-100.2389,-19.23153,12.5,5,5,12.5
-90.23886,-19.23153,74.5,5,5,74.5
-80.23886,-19.23153,74.5,5,5,74.5
-70.23886,-19.23153,74.5,5,5,74.5
229.7611,-19.23153,79.5,5,5,79.5
239.7611,-19.23153,79.5,5,5,79.5
249.7611,-19.23153,79.5,5,5,79.5
259.7611,-19.23153,79.5,5,5,79.5
299.7611,-19.23153,1.5,5,5,1.5
309.7611,-19.23153,1.5,5,5,1.5
319.7611,-19.23153,1.5,5,5,1.5
349.7611,-19.23153,65,5,5,65
359.7611,-19.23153,65,5,5,65
369.7611,-19.23153,65,5,5,65
379.7611,-19.23153,65,5,5,65
389.7611,-19.23153,65,5,5,65
549.7611,-19.23153,1.5,5,5,1.5
559.7611,-19.23153,1.5,5,5,1.5
569.7611,-19.23153,1.5,5,5,1.5
579.7611,-19.23153,1.5,5,5,1.5
589.7611,-19.23154,33.5,5,5,33.5
599.7611,-19.23153,33.5,5,5,33.5
-310.2388,-9.231535,16,5,5,16
-300.2389,-9.231535,16,5,5,16
-270.2389,-9.231541,91.5,5,5,91.5
-240.2389,-9.231539,6,5,5,6
-230.2389,-9.231535,6,5,5,6
-150.2389,-9.231531,12.5,5,5,12.5
-140.2389,-9.231531,12.5,5,5,12.5
-130.2389,-9.231535,12.5,5,5,12.5
-120.2389,-9.231537,12.5,5,5,12.5
-110.2389,-9.231537,12.5,5,5,12.5
-100.2389,-9.231537,74.5,5,5,74.5
-90.23886,-9.231539,74.5,5,5,74.5
-80.23886,-9.231539,74.5,5,5,74.5
-70.23886,-9.231537,74.5,5,5,74.5
-60.23886,-9.231537,74.5,5,5,74.5
189.7611,-9.231535,79.5,5,5,79.5
199.7611,-9.231535,79.5,5,5,79.5
209.7611,-9.231537,79.5,5,5,79.5
219.7611,-9.231535,79.5,5,5,79.5
229.7611,-9.231537,79.5,5,5,79.5
239.7611,-9.231535,79.5,5,5,79.5
249.7611,-9.231535,79.5,5,5,79.5
259.7611,-9.231539,79.5,5,5,79.5
299.7611,-9.231537,1.5,5,5,1.5
309.7612,-9.231537,1.5,5,5,1.5
319.7611,-9.231539,1.5,5,5,1.5
349.7611,-9.231539,65,5,5,65
359.7611,-9.231535,65,5,5,65
369.7611,-9.231531,65,5,5,65
379.7611,-9.231531,65,5,5,65
389.7611,-9.231531,65,5,5,65
419.7611,-9.231536,2.778799,5,5,2.778799
509.7611,-9.231537,4.287126,5,5,4.287126
549.7611,-9.231537,1.5,5,5,1.5
559.7611,-9.231533,1.5,5,5,1.5
569.7611,-9.231535,1.5,5,5,1.5
579.7611,-9.231537,1.5,5,5,1.5
589.7611,-9.231543,33.5,5,5,33.5
599.7611,-9.231537,33.5,5,5,33.5
-310.2389,0.7684641,16,5,5,16
-280.2389,0.7684622,91.5,5,5,91.5
-270.2389,0.7684631,91.5,5,5,91.5
-260.2389,0.7684612,91.5,5,5,91.5
-170.2389,0.7684622,74.5,5,5,74.5
-140.2389,0.7684689,12.5,5,5,12.5
-130.2389,0.7684689,12.5,5,5,12.5
-120.2389,0.7684622,12.5,5,5,12.5
-110.2389,0.7684631,74.5,5,5,74.5
-100.2389,0.7684641,74.5,5,5,74.5
-90.23886,0.7684641,74.5,5,5,74.5
-80.23886,0.7684622,74.5,5,5,74.5
-70.23886,0.7684622,74.5,5,5,74.5
-60.23886,0.7684622,74.5,5,5,74.5
-50.23886,0.7684641,74.5,5,5,74.5
119.7611,0.7684631,70,5,5,70
189.7611,0.7684669,79.5,5,5,79.5
199.7611,0.7684669,79.5,5,5,79.5
209.7611,0.7684641,79.5,5,5,79.5
219.7611,0.7684631,79.5,5,5,79.5
229.7611,0.7684612,79.5,5,5,79.5
239.7611,0.7684622,79.5,5,5,79.5
249.7611,0.7684622,79.5,5,5,79.5
259.7611,0.7684631,79.5,5,5,79.5
299.7611,0.768465,1.5,5,5,1.5
309.7611,0.7684631,1.5,5,5,1.5
319.7611,0.7684631,1.5,5,5,1.5
349.7611,0.7684641,65,5,5,65
359.7611,0.7684631,65.00001,5,5,65.00001
369.7611,0.7684708,64.99999,5,5,64.99999
379.7611,0.7684689,65,5,5,65
389.7611,0.7684622,65,5,5,65
549.7611,0.7684727,1.5,5,5,1.5
559.7611,0.7684698,1.5,5,5,1.5
569.7611,0.768465,1.5,5,5,1.5
579.7611,0.7684641,1.5,5,5,1.5
589.7611,0.768465,33.5,5,5,33.5
599.7611,0.7684679,33.5,5,5,33.5
-290.2389,10.76846,91.5,5,5,91.5
-280.2389,10.76846,91.5,5,5,91.5
-270.2389,10.76846,91.5,5,5,91.5
-260.2389,10.76846,91.5,5,5,91.5
-250.2389,10.76846,91.49999,5,5,91.49999
-180.2389,10.76846,74.5,5,5,74.5
-170.2389,10.76846,74.5,5,5,74.5
-160.2389,10.76846,74.5,5,5,74.5
-130.2389,10.76847,12.5,5,5,12.5
-100.2389,10.76846,74.5,5,5,74.5
-90.23886,10.76846,74.5,5,5,74.5
-80.23886,10.76846,74.5,5,5,74.5
-70.23886,10.76846,74.5,5,5,74.5
-60.23886,10.76846,74.5,5,5,74.5
-50.23886,10.76847,74.5,5,5,74.5
-40.23886,10.76846,74.5,5,5,74.5
79.76115,10.76846,70.00001,5,5,70.00001
89.76114,10.76846,70,5,5,70
99.76114,10.76846,70,5,5,70
109.7611,10.76846,70,5,5,70
119.7611,10.76846,70,5,5,70
129.7611,10.76846,70,5,5,70
189.7611,10.76847,79.5,5,5,79.5
199.7611,10.76847,79.5,5,5,79.5
209.7611,10.76846,79.5,5,5,79.5
219.7611,10.76846,79.5,5,5,79.5
229.7611,10.76846,79.5,5,5,79.5
239.7611,10.76846,79.5,5,5,79.5
249.7611,10.76846,79.50001,5,5,79.50001
259.7611,10.76846,79.5,5,5,79.5
359.7611,10.76846,65,5,5,65
369.7611,10.76847,65,5,5,65
379.7611,10.76847,65,5,5,65
389.7611,10.76847,65,5,5,65
559.7611,10.76846,1.5,5,5,1.5
569.7611,10.76846,1.5,5,5,1.5
579.7611,10.76846,1.5,5,5,1.5
589.7611,10.76846,33.5,5,5,33.5
599.7611,10.76846,33.5,5,5,33.5
-300.2389,20.76846,91.50001,5,5,91.50001
-290.2389,20.76846,91.5,5,5,91.5
-280.2389,20.76846,91.5,5,5,91.5
-270.2389,20.76846,91.49999,5,5,91.49999
-260.2389,20.76846,91.49999,5,5,91.49999
-250.2389,20.76846,91.5,5,5,91.5
-190.2389,20.76846,74.5,5,5,74.5
-180.2389,20.76846,74.5,5,5,74.5
-170.2389,20.76846,74.5,5,5,74.5
-160.2389,20.76846,74.5,5,5,74.5
-150.2389,20.76846,74.5,5,5,74.5
-90.23886,20.76846,74.5,5,5,74.5
-80.23886,20.76846,74.5,5,5,74.5
-70.23886,20.76846,74.50001,5,5,74.50001
-60.23886,20.76846,74.5,5,5,74.5
-50.23887,20.76847,74.5,5,5,74.5
79.76114,20.76846,70,5,5,70
89.76114,20.76846,70,5,5,70
99.76114,20.76847,70,5,5,70
109.7611,20.76846,70,5,5,70
119.7611,20.76847,70,5,5,70
129.7611,20.76846,70,5,5,70
189.7611,20.76847,79.49999,5,5,79.49999
199.7611,20.76846,79.5,5,5,79.5
209.7611,20.76846,79.5,5,5,79.5
219.7611,20.76846,79.50001,5,5,79.50001
229.7611,20.76846,79.5,5,5,79.5
239.7611,20.76846,79.5,5,5,79.5
359.7611,20.76847,65,5,5,65
369.7611,20.76846,65,5,5,65
379.7611,20.76847,65,5,5,65
389.7611,20.76846,65,5,5,65
499.7611,20.76846,2.884009,5,5,2.884009
559.7611,20.76846,1.5,5,5,1.5
569.7611,20.76846,1.5,5,5,1.5
579.7611,20.76846,1.5,5,5,1.5
589.7611,20.76846,33.5,5,5,33.5
599.7611,20.76846,33.5,5,5,33.5
-310.2389,30.76846,91.5,5,5,91.5
-300.2389,30.76846,91.5,5,5,91.5
-290.2389,30.76846,91.5,5,5,91.5
-280.2389,30.76846,91.49999,5,5,91.49999
-270.2389,30.76846,91.5,5,5,91.5
-260.2389,30.76846,91.5,5,5,91.5
-200.2389,30.76847,74.5,5,5,74.5
-190.2389,30.76847,74.5,5,5,74.5
-180.2389,30.76846,74.5,5,5,74.5
-170.2389,30.76846,74.5,5,5,74.5
-160.2389,30.76846,74.5,5,5,74.5
-150.2389,30.76846,74.5,5,5,74.5
-140.2389,30.76847,74.5,5,5,74.5
-80.23886,30.76846,74.5,5,5,74.5
-70.23886,30.76846,74.5,5,5,74.5
-60.23886,30.76846,74.5,5,5,74.5
79.76114,30.76846,70,5,5,70
89.76114,30.76847,69.99999,5,5,69.99999
99.76114,30.76847,70,5,5,70
109.7611,30.76846,70,5,5,70
119.7611,30.76846,70,5,5,70
129.7611,30.76847,70.00001,5,5,70.00001
209.7611,30.76846,79.50001,5,5,79.50001
219.7611,30.76846,79.5,5,5,79.5
229.7611,30.76846,79.49999,5,5,79.49999
239.7611,30.76846,79.5,5,5,79.5
359.7611,30.76847,65,5,5,65
369.7611,30.76847,65,5,5,65
379.7611,30.76846,65,5,5,65
389.7611,30.76846,65,5,5,65
469.7611,30.76846,2.924033,5,5,2.924033
499.7611,30.76846,4.512131,5,5,4.512131
559.7611,30.76846,1.5,5,5,1.5
569.7611,30.76846,1.5,5,5,1.5
579.7611,30.76846,1.5,5,5,1.5
599.7611,30.76846,33.5,5,5,33.5
-300.2389,40.76846,91.5,5,5,91.5
-290.2389,40.76846,91.5,5,5,91.5
-280.2389,40.76846,91.5,5,5,91.5
-270.2389,40.76846,91.5,5,5,91.5
-210.2389,40.76846,74.5,5,5,74.5
-200.2389,40.76847,74.5,5,5,74.5
-190.2389,40.76846,74.5,5,5,74.5
-180.2389,40.76846,74.5,5,5,74.5
-170.2389,40.76846,74.5,5,5,74.5
-160.2389,40.76846,74.5,5,5,74.5
-150.2389,40.76846,74.5,5,5,74.5
-130.2389,40.76846,1.5,5,5,1.5
-70.23886,40.76846,74.5,5,5,74.5
-20.23886,40.76846,41.5,5,5,41.5
-10.23886,40.76846,41.5,5,5,41.5
79.76114,40.76846,70,5,5,70
89.76114,40.76846,70,5,5,70
99.76114,40.76846,70,5,5,70
109.7611,40.76846,70,5,5,70
119.7611,40.76846,70,5,5,70
129.7611,40.76846,70,5,5,70
179.7611,40.76846,1.5,5,5,1.5
189.7611,40.76846,1.5,5,5,1.5
199.7611,40.76846,1.5,5,5,1.5
209.7611,40.76846,1.5,5,5,1.5
219.7611,40.76846,1.5,5,5,1.5
239.7611,40.76846,1.5,5,5,1.5
249.7611,40.76846,5,5,5,5
259.7611,40.76846,5,5,5,5
269.7611,40.76846,5,5,5,5
309.7611,40.76846,1.5,5,5,1.5
319.7611,40.76846,1.5,5,5,1.5
329.7611,40.76846,1.5,5,5,1.5
339.7611,40.76846,1.5,5,5,1.5
359.7611,40.76847,65,5,5,65
369.7611,40.76846,65,5,5,65
379.7611,40.76846,65,5,5,65
389.7611,40.76846,65,5,5,65
-290.2389,50.76846,91.5,5,5,91.5
-280.2389,50.76846,91.5,5,5,91.5
-220.2389,50.76847,58.5,5,5,58.5
-200.2389,50.76847,74.5,5,5,74.5
-190.2389,50.76847,74.5,5,5,74.5
-180.2389,50.76847,74.5,5,5,74.5
-170.2389,50.76846,74.5,5,5,74.5
-160.2389,50.76846,74.5,5,5,74.5
-130.2389,50.76846,1.5,5,5,1.5
-30.23886,50.76846,41.5,5,5,41.5
-20.23886,50.76846,41.5,5,5,41.5
-10.23886,50.76845,41.5,5,5,41.5
-0.2388763,50.76846,41.5,5,5,41.5
89.76114,50.76846,70,5,5,70
99.76114,50.76846,70,5,5,70
109.7611,50.76846,70,5,5,70
119.7611,50.76846,70,5,5,70
129.7611,50.76847,70,5,5,70
